                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.0216,                0.94993,                 1.4936,                0.80929,                0.69231,                0.80705,                0.35002,                 1.8288,                 1.7024,                 3.0112,             0.00069335,             0.00069335,             0.00069335
                     55,                 1.0788,                0.99007,                 1.5239,                0.91365,                0.92308,                 0.9084,                0.37515,                 1.8248,                 1.3838,                 3.1907,              0.0006792,              0.0006792,              0.0006792
                     56,                0.93715,                0.90357,                 1.3917,                0.91409,                0.92308,                0.91927,                0.43261,                 1.7054,                 1.3661,                 3.0148,             0.00066506,             0.00066506,             0.00066506
                     57,                 1.0233,                0.90433,                 1.4706,                0.96994,                0.92308,                0.92555,                0.43792,                 1.8628,                 1.2917,                 3.1848,             0.00065091,             0.00065091,             0.00065091
                     58,                 1.0588,                0.95335,                 1.4727,                0.98629,                0.92308,                0.92566,                0.41051,                 1.9194,                  1.441,                 3.3404,             0.00063676,             0.00063676,             0.00063676
                     59,                0.97661,                0.88587,                 1.4327,                0.98722,                0.92308,                 0.9256,                0.40983,                 1.9708,                 1.3763,                  3.409,             0.00062262,             0.00062262,             0.00062262
                     60,                 1.0313,                 0.9045,                 1.4778,                0.99271,                0.84615,                0.94412,                0.40218,                  2.025,                 1.3844,                 3.4318,             0.00060847,             0.00060847,             0.00060847
                     61,                 1.0347,                 0.9166,                 1.4696,                      1,                0.91668,                0.94667,                0.37704,                 2.0392,                 1.4474,                 3.4237,             0.00059432,             0.00059432,             0.00059432
                     62,                 0.9501,                0.84555,                 1.3825,                0.98547,                0.92308,                  0.951,                0.31078,                 2.1411,                 1.3824,                 3.4484,             0.00058017,             0.00058017,             0.00058017
                     63,                 1.0024,                0.90283,                  1.422,                0.92137,                0.90264,                0.97238,                0.31683,                 2.1336,                   1.33,                 3.4632,             0.00056603,             0.00056603,             0.00056603
                     64,                0.90108,                0.83099,                 1.3906,                0.91846,                      1,                0.96786,                0.35261,                 2.0869,                 1.1668,                 3.5063,             0.00055188,             0.00055188,             0.00055188
