                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.4129,                 1.2681,                 1.5092,                0.69756,                0.68235,                0.71547,                0.30491,                 1.8591,                 1.4602,                 2.0489,               0.000614,               0.000614,               0.000614
                     73,                 1.4131,                 1.2384,                 1.5268,                0.75737,                0.80795,                0.75737,                0.31869,                 1.9641,                 1.3279,                 2.1194,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.4715,                 1.2443,                 1.5703,                0.74886,                0.71765,                0.73644,                0.31066,                  2.019,                 1.3627,                 2.1753,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.4658,                 1.2252,                 1.5366,                0.77198,                0.69412,                0.71633,                 0.3201,                  2.016,                 1.3416,                 2.1783,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.3534,                 1.1709,                 1.4637,                0.75565,                0.74118,                0.73013,                0.30786,                  1.992,                 1.3765,                 2.1415,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.4464,                 1.2148,                 1.5384,                0.84209,                0.75283,                0.75879,                0.32544,                 2.0051,                  1.257,                 2.1504,               0.000515,               0.000515,               0.000515
                     78,                 1.4057,                   1.17,                 1.5169,                0.80726,                0.77647,                0.78619,                  0.334,                 1.9186,                 1.2377,                 2.0688,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.4144,                 1.2119,                 1.5083,                 0.7943,                    0.8,                0.77861,                0.34464,                  1.897,                 1.3038,                 2.0444,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.3688,                 1.1875,                 1.4795,                0.79595,                0.76471,                0.75775,                0.32615,                 1.9109,                 1.3812,                 2.0676,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.3696,                 1.1291,                 1.4888,                0.78329,                0.75294,                0.76057,                0.31961,                 1.9652,                 1.3515,                 2.1252,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.3785,                 1.1199,                 1.4772,                0.79503,                0.73014,                0.74689,                0.31123,                 2.0114,                 1.3223,                 2.1916,               0.000416,               0.000416,               0.000416
                     83,                 1.3757,                 1.1117,                 1.4891,                0.79308,                0.76471,                0.77077,                0.33034,                 1.9973,                 1.2348,                 2.1837,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.3967,                 1.1968,                 1.5093,                0.67943,                0.76471,                0.73547,                0.31809,                 2.0046,                 1.3108,                    2.2,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.3097,                   1.12,                 1.4438,                 0.7662,                0.72941,                0.73554,                0.34117,                 1.9714,                 1.2715,                 2.1495,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.3606,                 1.1323,                 1.4678,                0.79749,                0.74118,                0.75638,                0.35335,                 1.9467,                 1.2332,                 2.1401,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.3243,                 1.0846,                 1.4543,                0.74895,                0.81176,                0.78268,                0.34032,                 1.9615,                 1.2553,                 2.1465,               0.000317,               0.000317,               0.000317
                     88,                 1.3035,                 1.0787,                 1.4405,                 0.8126,                0.76471,                0.79777,                0.36246,                  1.931,                 1.1997,                 2.0885,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.2933,                 1.0854,                 1.4197,                0.81719,                0.76471,                0.80509,                0.36115,                 1.9914,                 1.2078,                 2.1045,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.3089,                 1.0747,                 1.4509,                0.81673,                0.76471,                0.80212,                 0.3583,                 2.0583,                 1.2687,                 2.1563,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.3506,                 1.0708,                 1.5539,                0.75298,                0.78895,                0.78829,                0.34547,                  2.079,                 1.2821,                 2.1806,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.2532,                0.93537,                 1.4969,                0.76609,                0.80919,                0.76287,                0.33361,                 2.0492,                 1.3063,                 2.1791,               0.000218,               0.000218,               0.000218
                     93,                  1.225,                0.88811,                 1.4873,                0.81881,                0.79751,                0.78896,                0.33501,                 2.0222,                 1.2514,                 2.1454,              0.0001982,              0.0001982,              0.0001982
                     94,                  1.232,                0.89768,                 1.4807,                0.78388,                0.75294,                0.77006,                0.34171,                 1.9992,                 1.2403,                 2.1578,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.1794,                0.85639,                   1.46,                0.79806,                0.81176,                0.80763,                0.34805,                 1.9959,                 1.2457,                 2.1584,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.2007,                0.84101,                 1.4648,                0.80088,                0.78824,                0.81188,                0.34497,                 1.9762,                 1.2573,                 2.1402,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.2487,                0.85523,                 1.4763,                0.78059,                0.75338,                0.80097,                0.36157,                 1.9805,                 1.2668,                 2.1497,               0.000119,               0.000119,               0.000119
                     98,                 1.1657,                0.83847,                 1.4186,                0.75076,                0.77647,                0.77582,                0.35035,                 1.9798,                 1.2608,                 2.1653,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.1807,                0.81454,                 1.4701,                0.80677,                0.76471,                0.79525,                0.35073,                 1.9789,                 1.2526,                 2.1791,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.1753,                0.81824,                 1.4216,                0.83145,                0.78824,                 0.8275,                0.35406,                 1.9985,                 1.2292,                 2.1938,               5.96e-05,               5.96e-05,               5.96e-05
