                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.1291,                 1.0186,                 1.5312,                0.52668,                   0.45,                0.48099,                0.20221,                 1.7184,                  2.006,                 2.3709,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.1712,                 1.1022,                 1.5897,                0.73081,                  0.625,                0.72098,                 0.3503,                 1.6159,                 1.7606,                 2.3744,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.1899,                 1.0108,                 1.5826,                0.65087,                   0.75,                0.72557,                0.29388,                 1.7257,                 1.7443,                 2.5804,               0.001307,               0.001307,               0.001307
                     38,                 1.1176,                0.95508,                 1.5607,                0.92087,                  0.725,                0.85394,                0.35815,                  1.774,                 1.3398,                 2.5811,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.1284,                0.92486,                 1.5723,                0.82339,                   0.85,                0.89171,                0.47878,                 1.5318,                 1.2031,                 2.2942,              0.0012674,              0.0012674,              0.0012674
                     40,                   1.11,                0.93122,                 1.5036,                0.92054,                    0.9,                0.92056,                0.51867,                 1.4815,                0.97554,                 2.2847,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1559,                0.96177,                 1.5422,                0.98657,                    0.9,                0.96047,                0.55501,                 1.4526,                 0.9561,                 2.2057,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.1533,                0.97895,                 1.5703,                0.87673,                0.88915,                0.93816,                0.54781,                 1.3422,                 1.0372,                 2.0873,               0.001208,               0.001208,               0.001208
                     43,                 1.1382,                 0.9733,                 1.5427,                0.88113,                    0.9,                0.95115,                0.59067,                 1.2123,                0.96162,                 1.9405,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.0872,                0.89827,                 1.5123,                0.87487,                0.87396,                0.95566,                 0.5406,                 1.2661,                 1.0917,                  2.005,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.0774,                0.89281,                  1.526,                0.87656,                0.88778,                0.92895,                0.52762,                 1.3197,                  0.986,                 2.0655,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.0648,                0.88911,                 1.4557,                0.90461,                0.94833,                 0.9546,                0.55753,                 1.3683,                0.91612,                 2.1272,              0.0011288,              0.0011288,              0.0011288
                     47,                  1.094,                 0.8567,                 1.5072,                0.92423,                0.91504,                0.95693,                0.58678,                   1.42,                0.93925,                 2.1619,               0.001109,               0.001109,               0.001109
                     48,                 1.0526,                0.90859,                 1.4768,                0.85019,                  0.825,                0.92669,                0.50721,                 1.4048,                0.94511,                 2.1035,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0458,                 0.8887,                 1.4513,                0.76757,                   0.95,                0.92858,                0.55593,                 1.3174,                0.93964,                  2.007,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0511,                0.82939,                 1.4659,                0.80764,                   0.85,                0.89719,                0.54972,                 1.2757,                  1.023,                 1.9866,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.0151,                0.81174,                 1.4686,                0.82468,                 0.8232,                0.88568,                0.55003,                 1.2388,                0.99802,                 2.0166,              0.0010298,              0.0010298,              0.0010298
                     52,                0.98413,                0.85492,                  1.473,                0.88598,                    0.9,                0.91887,                0.60622,                 1.3369,                0.85654,                   2.03,                0.00101,                0.00101,                0.00101
                     53,                0.94956,                0.80265,                 1.3952,                0.87642,                  0.875,                0.95656,                0.58611,                 1.3919,                0.97135,                 2.0727,              0.0009902,              0.0009902,              0.0009902
                     54,                0.98824,                0.78578,                 1.4025,                0.85109,                0.71462,                0.87047,                0.52321,                 1.3508,                 1.1915,                   2.04,              0.0009704,              0.0009704,              0.0009704
                     55,                0.96796,                0.86736,                 1.4328,                0.80367,                  0.875,                0.92215,                0.57196,                 1.2235,                  1.046,                  1.905,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0126,                0.84022,                 1.4512,                0.90419,                 0.9438,                0.95281,                0.58345,                 1.2885,                0.83844,                 1.9925,              0.0009308,              0.0009308,              0.0009308
                     57,                0.99255,                0.82295,                 1.4665,                 0.9635,                  0.925,                0.96579,                0.61387,                 1.1304,                0.81154,                  1.827,               0.000911,               0.000911,               0.000911
                     58,                0.98392,                0.78598,                 1.4194,                0.98362,                  0.925,                0.96097,                0.61277,                 1.1594,                0.84163,                  1.887,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0324,                0.81654,                 1.4383,                0.97235,                      1,                  0.995,                0.59711,                 1.2378,                0.79537,                 1.9358,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.0098,                0.80811,                 1.4388,                 0.9486,                   0.95,                0.96342,                0.58255,                 1.3268,                0.71903,                 2.0646,              0.0008516,              0.0008516,              0.0008516
                     61,                0.97544,                0.76703,                 1.3905,                0.95093,                 0.9691,                0.98239,                0.61415,                 1.2331,                0.76167,                 1.9014,              0.0008318,              0.0008318,              0.0008318
                     62,                0.92397,                0.74892,                 1.3864,                0.91125,                    0.9,                0.95357,                0.65672,                 1.1191,                0.78374,                 1.7644,               0.000812,               0.000812,               0.000812
                     63,                0.96484,                0.74457,                 1.3922,                0.90247,                    0.8,                0.90421,                0.62245,                  1.159,                0.81956,                 1.8415,              0.0007922,              0.0007922,              0.0007922
                     64,                0.93793,                0.75315,                  1.373,                0.97203,                0.86885,                0.94124,                0.61704,                  1.316,                0.83009,                 2.0928,              0.0007724,              0.0007724,              0.0007724
                     65,                0.88574,                0.70903,                 1.3666,                0.99379,                   0.95,                0.97154,                0.61573,                 1.3425,                0.87603,                 2.1542,              0.0007526,              0.0007526,              0.0007526
                     66,                0.95436,                0.79683,                  1.396,                0.94762,                0.90462,                0.96793,                0.59107,                 1.4618,                0.83913,                 2.2787,              0.0007328,              0.0007328,              0.0007328
                     67,                 0.9533,                0.73085,                 1.3973,                0.91776,                    0.9,                0.94983,                0.56157,                 1.4462,                0.79522,                 2.2323,               0.000713,               0.000713,               0.000713
                     68,                0.92523,                0.74021,                 1.3789,                0.89313,                  0.875,                0.91854,                0.52544,                  1.449,                0.77868,                 2.2133,              0.0006932,              0.0006932,              0.0006932
                     69,                0.93487,                0.75027,                 1.3926,                0.85568,                  0.925,                0.91167,                0.56455,                 1.3538,                0.78118,                 2.0587,              0.0006734,              0.0006734,              0.0006734
                     70,                0.92567,                0.73521,                 1.4041,                0.89786,                  0.875,                 0.9073,                0.59372,                 1.2761,                0.78611,                 1.9537,              0.0006536,              0.0006536,              0.0006536
                     71,                0.87971,                0.69655,                 1.3603,                0.86998,                  0.875,                0.91122,                0.62213,                 1.1268,                0.75428,                 1.7825,              0.0006338,              0.0006338,              0.0006338
                     72,                 0.8758,                0.70204,                 1.3748,                0.91898,                    0.9,                0.94139,                0.65984,                 1.0855,                0.73166,                 1.7621,               0.000614,               0.000614,               0.000614
                     73,                0.89272,                0.73763,                 1.3492,                0.88232,                0.93735,                0.95932,                0.65072,                 1.1038,                0.72337,                  1.758,              0.0005942,              0.0005942,              0.0005942
                     74,                0.94426,                0.74313,                 1.4112,                0.92635,                0.94342,                0.96016,                0.63771,                 1.1345,                0.72621,                 1.7752,              0.0005744,              0.0005744,              0.0005744
                     75,                0.84026,                0.64907,                 1.3177,                 0.9194,                  0.925,                0.94859,                0.63558,                 1.2181,                0.71475,                 1.8457,              0.0005546,              0.0005546,              0.0005546
                     76,                0.83401,                0.67416,                 1.3204,                0.92298,                   0.95,                0.95833,                0.66716,                 1.2437,                0.70209,                 1.8541,              0.0005348,              0.0005348,              0.0005348
                     77,                0.89709,                0.65981,                 1.3856,                0.94177,                    0.9,                0.96997,                  0.663,                 1.1087,                0.72043,                 1.7354,               0.000515,               0.000515,               0.000515
                     78,                0.87459,                0.67701,                 1.3286,                0.95395,                    0.9,                0.97519,                0.64455,                 1.1495,                0.71755,                 1.7817,              0.0004952,              0.0004952,              0.0004952
                     79,                0.85162,                0.66065,                 1.3211,                0.90121,                   0.95,                0.96095,                0.63624,                 1.2066,                0.70779,                 1.8584,              0.0004754,              0.0004754,              0.0004754
                     80,                 0.8934,                0.73374,                 1.3997,                0.89947,                  0.925,                0.91951,                0.60291,                  1.208,                0.73591,                 1.8588,              0.0004556,              0.0004556,              0.0004556
                     81,                0.83814,                0.66092,                 1.3253,                  0.879,                  0.925,                0.92743,                0.61114,                 1.1732,                0.79871,                 1.8026,              0.0004358,              0.0004358,              0.0004358
                     82,                0.79266,                 0.6489,                  1.294,                0.87936,                  0.925,                0.93433,                0.60278,                 1.1601,                0.81047,                 1.7822,               0.000416,               0.000416,               0.000416
                     83,                0.78259,                0.63013,                  1.282,                0.89844,                0.88477,                 0.9455,                0.62712,                 1.1567,                0.85009,                 1.7769,              0.0003962,              0.0003962,              0.0003962
                     84,                0.80338,                0.62042,                 1.3042,                0.92224,                  0.925,                0.94684,                0.59697,                 1.2545,                0.92262,                 1.8711,              0.0003764,              0.0003764,              0.0003764
                     85,                0.80618,                0.60606,                 1.2902,                0.91092,                    0.9,                0.93779,                0.59672,                 1.2331,                0.92939,                 1.8531,              0.0003566,              0.0003566,              0.0003566
                     86,                0.79615,                0.58493,                 1.2777,                0.92488,                0.92341,                0.94544,                0.63453,                 1.1828,                0.80826,                 1.8079,              0.0003368,              0.0003368,              0.0003368
                     87,                0.82123,                0.64307,                 1.3361,                0.97364,                0.92342,                0.95423,                0.65476,                 1.1306,                0.70427,                 1.7732,               0.000317,               0.000317,               0.000317
                     88,                0.81794,                0.64088,                 1.3155,                 0.9735,                0.91853,                0.95565,                0.62205,                 1.2072,                0.70367,                  1.914,              0.0002972,              0.0002972,              0.0002972
                     89,                0.74876,                0.60132,                 1.2601,                0.94167,                  0.925,                0.95504,                0.62373,                 1.2154,                0.68926,                 1.9203,              0.0002774,              0.0002774,              0.0002774
                     90,                0.75522,                0.60793,                 1.2584,                 0.9261,                0.93997,                0.96581,                 0.6269,                 1.2197,                0.68285,                 1.8891,              0.0002576,              0.0002576,              0.0002576
                     91,                0.74652,                0.71835,                 1.4199,                0.90127,                  0.925,                0.96168,                0.62701,                 1.2269,                0.67147,                 1.8625,              0.0002378,              0.0002378,              0.0002378
                     92,                0.63171,                0.58445,                 1.3038,                0.95111,                0.97275,                0.96287,                0.62085,                 1.2456,                 0.6562,                  1.866,               0.000218,               0.000218,               0.000218
                     93,                0.57837,                0.48524,                 1.2175,                0.92066,                   0.95,                0.94255,                0.63476,                 1.2051,                0.62505,                 1.8419,              0.0001982,              0.0001982,              0.0001982
                     94,                0.57353,                0.52522,                 1.2514,                0.92657,                  0.975,                0.96119,                0.66752,                 1.1642,                0.60935,                 1.8139,              0.0001784,              0.0001784,              0.0001784
                     95,                0.63901,                0.51831,                 1.2839,                0.92621,                  0.975,                0.96885,                0.69071,                 1.1168,                0.61312,                 1.7722,              0.0001586,              0.0001586,              0.0001586
                     96,                0.59945,                0.49173,                 1.3035,                0.97395,                0.93475,                0.97705,                0.71766,                 1.0665,                0.61688,                  1.729,              0.0001388,              0.0001388,              0.0001388
                     97,                0.59673,                0.47825,                 1.2597,                0.96585,                   0.95,                0.97924,                0.70806,                 1.0396,                0.60705,                 1.7031,               0.000119,               0.000119,               0.000119
                     98,                 0.5716,                0.46838,                 1.2505,                0.96591,                   0.95,                0.97981,                0.71645,                 1.0181,                0.60077,                 1.6785,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.54239,                0.44689,                  1.211,                0.98258,                   0.95,                0.98063,                0.71644,                 1.0087,                0.60116,                 1.6562,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.54633,                  0.459,                 1.2311,                0.97619,                   0.95,                0.96205,                0.71134,                 1.0163,                0.60005,                 1.6457,               5.96e-05,               5.96e-05,               5.96e-05
